batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,hidden_size,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=25.ckpt,25,0.7013953488372093,28,128,44.3366,16.3699,0.0023,4.0393,1.2914,10.9099,0.5988,-5225.9734,0.0001,0.0005,0.0,0.0002,0.0004,0.0029,0.0604,9.8356
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=26.ckpt,26,0.7227906976744186,28,128,42.3088,17.8394,0.0021,4.0825,1.2566,9.4086,0.6286,-4978.6821,0.0001,0.0007,0.0,0.0002,0.0004,0.0032,0.0583,10.092
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=27.ckpt,27,0.7190697674418605,28,128,42.3443,17.0521,0.0021,4.0962,1.2622,9.6679,0.6237,-4985.829,0.0001,0.0005,0.0,0.0002,0.0004,0.0033,0.0584,8.5724
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=28.ckpt,28,0.6976744186046512,28,128,43.1357,17.4219,0.0022,4.0508,1.2663,9.3742,0.6196,-5108.2527,0.0001,0.0007,0.0,0.0002,0.0004,0.0032,0.0631,8.6465
128,0.001,3,10,50,16,8,128,checkpoints/model_128_0.001_3_10_50_128epoch=29.ckpt,29,0.6911627906976744,28,128,44.2303,17.0983,0.0024,4.0602,1.2969,10.8271,0.5933,-5241.4579,0.0001,0.0005,0.0,0.0002,0.0003,0.0031,0.0592,10.0777
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=00.ckpt,0,0.6632558139534884,15,128,18.8276,26.6971,0.0006,4.791,1.096,4.2606,0.8425,-765.8463,0.0001,0.0006,0.0,0.0002,0.0004,0.0028,0.0593,4.1938
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=01.ckpt,1,0.6809302325581396,15,128,24.8248,26.3668,0.0009,4.7668,1.2017,4.9157,0.7292,-1013.7369,0.0001,0.0006,0.0,0.0002,0.0004,0.0033,0.0605,4.1966
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=02.ckpt,2,0.6874418604651162,15,128,27.1779,25.8818,0.0011,4.6859,1.2866,4.6567,0.6461,-1359.8485,0.0001,0.0005,0.0,0.0002,0.0003,0.0029,0.0588,4.508
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=03.ckpt,3,0.7097674418604651,15,128,27.3824,25.4615,0.0012,4.6329,1.3445,3.9073,0.5917,-1696.5643,0.0001,0.0005,0.0,0.0002,0.0004,0.0033,0.0633,4.9312
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=04.ckpt,4,0.7041860465116279,15,128,28.6127,24.9262,0.0014,4.5146,1.4195,3.8723,0.5371,-2067.49,0.0001,0.0005,0.0,0.0002,0.0004,0.003,0.0586,4.9842
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=05.ckpt,5,0.6902325581395349,15,128,26.9286,24.8961,0.0012,4.5784,1.3866,3.3898,0.5512,-2136.4573,0.0001,0.0006,0.0,0.0002,0.0004,0.0031,0.0583,5.4227
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=06.ckpt,6,0.7004651162790698,15,128,27.7401,24.662,0.0013,4.5704,1.4144,3.7164,0.5302,-2287.8754,0.0001,0.0006,0.0,0.0002,0.0004,0.0032,0.0598,5.4871
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=07.ckpt,7,0.6893023255813954,15,128,27.2001,24.0034,0.0013,4.5658,1.3951,3.5418,0.5354,-2390.6078,0.0001,0.0006,0.0,0.0002,0.0004,0.003,0.061,5.3463
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=08.ckpt,8,0.7004651162790698,15,128,27.9232,24.0899,0.0014,4.5178,1.4103,3.5593,0.5255,-2547.4919,0.0001,0.0005,0.0,0.0002,0.0004,0.0031,0.0591,5.7804
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=09.ckpt,9,0.693953488372093,15,128,28.3123,24.0434,0.0014,4.523,1.3891,4.4987,0.5351,-2612.6862,0.0001,0.0006,0.0,0.0002,0.0004,0.0033,0.0609,5.3997
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=10.ckpt,10,0.6976744186046512,15,128,28.6915,24.2104,0.0014,4.4925,1.3849,4.5993,0.5377,-2696.6899,0.0001,0.0006,0.0,0.0002,0.0004,0.0031,0.0597,5.3768
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=11.ckpt,11,0.7013953488372093,15,128,29.1257,23.9158,0.0014,4.5012,1.4087,4.8243,0.5233,-2735.0114,0.0001,0.0007,0.0,0.0002,0.0004,0.0032,0.0604,5.3913
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=12.ckpt,12,0.6865116279069767,15,128,29.1358,23.9167,0.0014,4.4955,1.3909,5.3685,0.5347,-2768.0753,0.0001,0.0007,0.0,0.0002,0.0004,0.0035,0.0626,5.6341
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=13.ckpt,13,0.7041860465116279,15,128,28.2411,23.3015,0.0013,4.5272,1.3481,4.9357,0.5624,-2706.0747,0.0001,0.0006,0.0,0.0002,0.0004,0.003,0.0595,5.479
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=14.ckpt,14,0.695813953488372,15,128,30.6003,24.1404,0.0016,4.4526,1.4174,6.1207,0.5158,-2905.2457,0.0001,0.0004,0.0,0.0001,0.0004,0.0031,0.0609,5.5989
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=15.ckpt,15,0.7051162790697675,15,128,29.2145,23.5529,0.0014,4.504,1.3696,5.6447,0.5471,-2822.8365,0.0001,0.0006,0.0,0.0002,0.0004,0.0032,0.0601,5.8355
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=16.ckpt,16,0.7125581395348837,15,128,29.1088,23.6338,0.0014,4.4866,1.3535,5.4081,0.5556,-2869.4463,0.0001,0.0006,0.0,0.0002,0.0004,0.0027,0.0587,5.6799
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=17.ckpt,17,0.7051162790697675,15,128,29.8413,23.72,0.0014,4.4825,1.376,5.7618,0.5424,-2913.6766,0.0001,0.0006,0.0,0.0002,0.0004,0.003,0.0587,5.8877
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=18.ckpt,18,0.6883720930232559,15,128,29.7091,23.3741,0.0014,4.4835,1.3826,5.7095,0.5364,-2939.2274,0.0001,0.0008,0.0,0.0003,0.0006,0.0043,0.0752,5.7588
64,0.0001,3,10,50,16,8,128,checkpoints/model_64_0.0001_3_10_50_128epoch=19.ckpt,19,0.6967441860465117,15,128,29.7984,23.5724,0.0014,4.462,1.3501,5.8556,0.5557,-2992.9182,0.0001,0.0005,0.0,0.0002,0.0004,0.003,0.0606,6.3185
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.7004651162790698,20,128,28.1691,22.4125,0.0015,4.2763,1.4222,2.8396,0.5195,-2601.7779,0.0001,0.0006,0.0,0.0002,0.0004,0.0033,0.0597,5.7556
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.6948837209302325,20,128,31.3154,21.0309,0.0017,4.2177,1.3908,3.8354,0.5284,-3260.7314,0.0001,0.0006,0.0,0.0002,0.0004,0.0029,0.0595,5.4761
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.6911627906976744,20,128,32.9409,19.6583,0.0017,4.175,1.3072,4.8472,0.5908,-3498.2546,0.0001,0.0005,0.0,0.0002,0.0004,0.0028,0.0604,5.5709
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.6902325581395349,20,128,34.4641,16.0767,0.0016,4.1807,1.3141,5.6854,0.5843,-3722.5029,0.0001,0.0006,0.0,0.0002,0.0005,0.003,0.0609,5.8037
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.6930232558139535,20,128,36.2413,16.7698,0.0017,4.169,1.287,6.7066,0.6074,-3949.2862,0.0001,0.0004,0.0,0.0002,0.0004,0.0031,0.0585,6.6008
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.7041860465116279,20,128,37.8261,16.5639,0.0017,4.1553,1.264,7.5592,0.628,-4144.5244,0.0001,0.0005,0.0,0.0002,0.0004,0.0031,0.0593,6.5103
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.7209302325581395,20,128,40.1667,17.3089,0.0018,4.1209,1.281,8.0051,0.6117,-4491.2116,0.0001,0.0006,0.0,0.0002,0.0004,0.0033,0.0636,7.7379
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.7116279069767442,20,128,40.497,16.8185,0.0018,4.1213,1.279,6.5724,0.6128,-4663.1168,0.0001,0.0005,0.0,0.0002,0.0004,0.0034,0.0603,7.4033
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.7125581395348837,20,128,40.3121,16.8123,0.0018,4.1,1.2533,6.7635,0.6354,-4779.3975,0.0001,0.0004,0.0,0.0002,0.0004,0.0029,0.0574,7.235
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.7218604651162791,20,128,42.6282,17.2549,0.0019,4.0522,1.2553,7.4136,0.6321,-5140.7057,0.0001,0.0007,0.0,0.0002,0.0004,0.0031,0.0612,9.7635
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.7097674418604651,20,128,40.4326,16.2652,0.0017,4.0942,1.2157,8.0553,0.6714,-4978.8673,0.0001,0.0005,0.0,0.0002,0.0004,0.003,0.0713,8.7805
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.7106976744186047,20,128,40.8796,14.7649,0.0016,4.121,1.2256,8.7407,0.6618,-5088.1817,0.0001,0.0004,0.0,0.0002,0.0004,0.0032,0.0586,9.6609
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.7004651162790698,20,128,42.088,16.1135,0.0017,4.0856,1.2298,8.6631,0.6573,-5227.366,0.0001,0.0006,0.0,0.0002,0.0004,0.0031,0.06,10.7075
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=13.ckpt,13,0.7106976744186047,20,128,42.0302,13.8904,0.0016,4.1021,1.2344,8.9925,0.6524,-5326.5677,0.0001,0.0005,0.0,0.0002,0.0005,0.0032,0.0608,9.3613
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=14.ckpt,14,0.7153488372093023,20,128,42.5715,14.0808,0.0016,4.0754,1.2342,9.5332,0.6519,-5461.895,0.0001,0.0007,0.0,0.0002,0.0004,0.0031,0.0611,9.3304
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=15.ckpt,15,0.7116279069767442,20,128,44.7528,14.8233,0.0019,4.0393,1.2628,8.8988,0.6243,-5735.7911,0.0001,0.0005,0.0,0.0002,0.0004,0.0031,0.0598,8.8773
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=16.ckpt,16,0.72,20,128,45.2546,12.2413,0.0019,4.035,1.2649,8.992,0.6226,-5842.4499,0.0001,0.0004,0.0,0.0002,0.0004,0.0031,0.0584,9.742
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=17.ckpt,17,0.7004651162790698,20,128,43.8469,15.3459,0.0017,4.0665,1.2396,9.6035,0.6471,-5667.5164,0.0001,0.0006,0.0,0.0002,0.0004,0.0031,0.059,8.7817
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=18.ckpt,18,0.7172093023255814,20,128,44.147,13.3092,0.0017,4.0905,1.2443,9.9064,0.6418,-5756.3367,0.0001,0.0007,0.0,0.0002,0.0004,0.0031,0.0593,9.2948
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=19.ckpt,19,0.7144186046511628,20,128,44.4735,12.5762,0.0017,4.0827,1.2446,8.4915,0.6422,-5843.9468,0.0001,0.0006,0.0,0.0002,0.0004,0.0031,0.0596,9.3763
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=20.ckpt,20,0.7013953488372093,20,128,46.7141,15.5622,0.0019,4.0191,1.271,8.7156,0.6171,-6162.1382,0.0001,0.0007,0.0,0.0002,0.0004,0.0032,0.0591,8.7826
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=21.ckpt,21,0.7162790697674418,20,128,46.4159,14.8886,0.0018,4.0428,1.2655,8.8974,0.6226,-6107.7853,0.0001,0.0005,0.0,0.0002,0.0003,0.003,0.0605,9.1631
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=22.ckpt,22,0.7227906976744186,20,128,44.5134,12.4215,0.0017,4.105,1.2484,9.1483,0.6388,-5893.9584,0.0001,0.0006,0.0,0.0002,0.0004,0.0033,0.0608,9.5898
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=23.ckpt,23,0.7153488372093023,20,128,44.6458,12.2406,0.0017,4.0979,1.2497,9.0619,0.6374,-5930.6048,0.0001,0.0005,0.0,0.0002,0.0004,0.0032,0.0611,8.9112
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=24.ckpt,24,0.7134883720930233,20,128,45.6779,13.6654,0.0018,4.0753,1.2558,9.4442,0.6314,-6053.8318,0.0001,0.0005,0.0,0.0002,0.0003,0.003,0.0582,9.4334
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=00.ckpt,0,0.707906976744186,1,128,31.1986,27.9766,0.0,17.1243,1.1739,6.9766,0.7211,-9132.305,0.0001,0.0007,0.0,0.0002,0.0005,0.003,0.0613,7.6675
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=01.ckpt,1,0.6874418604651162,1,128,32.7836,27.9766,0.0,17.5573,1.1864,7.8077,0.7054,-10370.7997,0.0001,0.0005,0.0,0.0002,0.0004,0.0031,0.0586,8.2782
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=02.ckpt,2,0.7013953488372093,1,128,35.1476,27.9766,0.0,22.2468,1.1837,6.3932,0.7072,-9687.9536,0.0001,0.0006,0.0,0.0002,0.0004,0.0031,0.0599,7.5387
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=03.ckpt,3,0.6576744186046511,1,128,32.1251,27.9766,0.0,19.9481,1.1723,6.2759,0.7219,-9314.0026,0.0001,0.0007,0.0,0.0002,0.0005,0.0036,0.0602,8.8232
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=04.ckpt,4,0.6865116279069767,1,128,36.1742,27.9766,0.0,12.3494,1.2013,6.6665,0.6853,-10420.3118,0.0001,0.0007,0.0,0.0002,0.0004,0.0029,0.0594,8.0786
64,0.05,3,10,50,16,8,128,checkpoints/model_64_0.05_3_10_50_128epoch=05.ckpt,5,0.7106976744186047,1,128,31.5381,27.9766,0.0,23.5581,1.1876,7.0194,0.7038,-10204.636,0.0001,0.0006,0.0,0.0002,0.0004,0.0029,0.0599,8.0447
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=00.ckpt,0,0.7013953488372093,28,128,27.8841,22.5652,0.0014,4.3734,1.3936,2.5316,0.5062,-2452.8314,0.0001,0.0007,0.0,0.0002,0.0004,0.0032,0.0622,5.1708
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=01.ckpt,1,0.6855813953488372,28,128,29.9224,20.6352,0.0016,4.2955,1.3312,5.5622,0.5658,-3083.4529,0.0001,0.0008,0.0,0.0002,0.0005,0.0033,0.0649,5.9802
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=02.ckpt,2,0.68,28,128,34.9888,18.7922,0.0021,4.2404,1.4515,5.5214,0.4879,-3564.9119,0.0001,0.0004,0.0,0.0002,0.0004,0.0035,0.0601,5.7069
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=03.ckpt,3,0.6948837209302325,28,128,36.8743,18.1698,0.0023,4.1869,1.4384,6.9981,0.4949,-3829.8911,0.0001,0.0006,0.0,0.0002,0.0003,0.003,0.0588,5.9564
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=04.ckpt,4,0.6883720930232559,28,128,35.8111,18.4125,0.0021,4.1953,1.4033,5.6516,0.5183,-3864.3702,0.0001,0.0007,0.0,0.0002,0.0004,0.0031,0.0596,6.6978
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=05.ckpt,5,0.6893023255813954,28,128,39.1546,16.6964,0.0024,4.1427,1.4329,5.6821,0.5,-4235.9505,0.0001,0.0005,0.0,0.0002,0.0004,0.0032,0.0599,6.7107
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=06.ckpt,6,0.706046511627907,28,128,38.4811,16.0717,0.0021,4.1369,1.3309,7.0639,0.5673,-4263.8326,0.0001,0.0007,0.0,0.0002,0.0004,0.0031,0.0605,6.7628
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=07.ckpt,7,0.7134883720930233,28,128,40.0136,16.5386,0.0023,4.0834,1.3452,6.0922,0.554,-4430.9949,0.0001,0.0004,0.0,0.0002,0.0004,0.0033,0.0612,6.6464
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=08.ckpt,8,0.695813953488372,28,128,40.3556,16.2499,0.0024,4.0445,1.3353,6.9755,0.5611,-4685.4073,0.0001,0.0006,0.0,0.0002,0.0004,0.0032,0.0725,7.2007
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=09.ckpt,9,0.6976744186046512,28,128,41.3359,16.3983,0.0025,4.0149,1.3475,6.9754,0.5514,-4835.6005,0.0001,0.0005,0.0,0.0002,0.0004,0.0033,0.0709,8.1965
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=10.ckpt,10,0.7144186046511628,28,128,41.8575,15.8055,0.0025,4.0295,1.3329,6.8378,0.5625,-4977.3548,0.0001,0.0005,0.0,0.0002,0.0005,0.0032,0.0582,9.1761
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=11.ckpt,11,0.7023255813953488,28,128,41.503,15.9338,0.0025,4.0191,1.2993,7.1454,0.5906,-4978.7409,0.0001,0.0005,0.0,0.0002,0.0004,0.0031,0.0603,8.696
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=12.ckpt,12,0.7032558139534884,28,128,42.2554,15.8671,0.0025,4.0119,1.3117,6.67,0.5808,-5069.8663,0.0001,0.0005,0.0,0.0002,0.0004,0.0032,0.0612,8.8801
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=13.ckpt,13,0.7125581395348837,28,128,42.1121,15.9654,0.0024,4.0289,1.2947,7.4464,0.5946,-5102.8494,0.0001,0.0005,0.0,0.0002,0.0004,0.0032,0.0604,9.2332
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=14.ckpt,14,0.707906976744186,28,128,43.3094,15.3348,0.0025,4.0108,1.3092,7.6497,0.5827,-5251.2857,0.0001,0.0007,0.0,0.0002,0.0004,0.0032,0.062,9.3793
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=15.ckpt,15,0.7051162790697675,28,128,43.9977,14.7325,0.0026,3.9916,1.3145,8.3441,0.5775,-5456.4334,0.0001,0.0005,0.0,0.0002,0.0004,0.0031,0.0581,9.1582
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=16.ckpt,16,0.7097674418604651,28,128,43.2325,15.8,0.0025,4.0095,1.3024,7.3566,0.5874,-5354.9199,0.0001,0.0006,0.0,0.0002,0.0004,0.0031,0.0608,10.7094
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=17.ckpt,17,0.7134883720930233,28,128,43.1997,15.5356,0.0024,4.0118,1.2858,7.1077,0.6022,-5386.0742,0.0001,0.0004,0.0,0.0002,0.0004,0.003,0.0595,11.0607
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=18.ckpt,18,0.72,28,128,43.6807,15.4911,0.0024,3.9931,1.2901,7.5255,0.5975,-5480.8509,0.0001,0.0005,0.0,0.0002,0.0003,0.0029,0.0579,10.1124
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=19.ckpt,19,0.7051162790697675,28,128,45.0019,15.1603,0.0025,3.9836,1.3059,8.1268,0.5836,-5660.9565,0.0001,0.0006,0.0,0.0002,0.0004,0.0041,0.0726,9.5076
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=20.ckpt,20,0.7013953488372093,28,128,43.5944,16.3034,0.0024,4.0025,1.2808,8.0257,0.6057,-5576.8618,0.0001,0.0005,0.0,0.0002,0.0004,0.0032,0.0635,8.5671
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=21.ckpt,21,0.706046511627907,28,128,45.0979,15.2568,0.0025,3.9718,1.3006,8.6867,0.5873,-5785.4121,0.0001,0.0005,0.0,0.0002,0.0004,0.003,0.0589,8.9282
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=22.ckpt,22,0.7209302325581395,28,128,45.4575,15.2692,0.0025,3.98,1.3185,8.7332,0.5727,-5892.1993,0.0001,0.0006,0.0,0.0002,0.0003,0.0031,0.0586,9.2987
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=23.ckpt,23,0.7116279069767442,28,128,44.612,15.3183,0.0024,3.9821,1.29,9.2549,0.5972,-5802.27,0.0001,0.0005,0.0,0.0002,0.0004,0.0029,0.0618,8.6161
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=24.ckpt,24,0.7209302325581395,28,128,44.2051,16.0644,0.0024,3.9917,1.291,8.7639,0.5957,-5800.8659,0.0001,0.0006,0.0,0.0002,0.0004,0.003,0.0594,10.0914
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=25.ckpt,25,0.7209302325581395,28,128,44.5744,16.0085,0.0024,3.9924,1.2967,7.8568,0.5912,-5849.3062,0.0001,0.0005,0.0,0.0002,0.0004,0.0032,0.0601,10.208
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=26.ckpt,26,0.707906976744186,28,128,44.9976,15.3211,0.0024,3.987,1.302,8.7195,0.5869,-5927.0461,0.0001,0.0007,0.0,0.0002,0.0005,0.0032,0.0585,10.0432
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=27.ckpt,27,0.7237209302325581,28,128,45.2082,15.0365,0.0024,3.9851,1.2973,9.2622,0.5902,-5964.162,0.0001,0.0006,0.0,0.0002,0.0005,0.004,0.0732,9.3864
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=28.ckpt,28,0.7302325581395349,28,128,45.2627,14.8607,0.0024,3.9757,1.2874,9.5583,0.599,-6036.5496,0.0001,0.0004,0.0,0.0002,0.0004,0.0028,0.0622,9.8268
64,0.001,2,10,50,16,8,128,checkpoints/model_64_0.001_2_10_50_128epoch=29.ckpt,29,0.7320930232558139,28,128,45.1461,14.7479,0.0024,3.9916,1.2904,9.3635,0.597,-6028.2466,0.0001,0.0005,0.0,0.0002,0.0004,0.0038,0.0657,9.5791
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.6827906976744186,19,128,26.4688,22.2415,0.0015,4.3133,1.4518,2.1859,0.5028,-2612.1333,0.0001,0.0007,0.0,0.0002,0.0005,0.0032,0.0637,5.453
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.6967441860465117,19,128,32.2334,19.6577,0.002,4.2129,1.5029,2.6983,0.4659,-3255.7859,0.0001,0.0006,0.0,0.0002,0.0004,0.0029,0.0623,5.3799
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.7302325581395349,19,128,31.7761,20.8276,0.0018,4.1858,1.3266,3.1854,0.5671,-3307.1495,0.0001,0.0006,0.0,0.0002,0.0004,0.003,0.0612,5.4192
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.7051162790697675,19,128,34.3241,20.5381,0.0019,4.1427,1.2963,4.8316,0.5923,-3508.0406,0.0001,0.0006,0.0,0.0002,0.0004,0.0032,0.0615,5.9201
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.707906976744186,19,128,35.9772,20.5612,0.0019,4.0931,1.2977,5.7134,0.5903,-3743.8802,0.0001,0.0005,0.0,0.0002,0.0004,0.0029,0.0599,5.9926
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.7041860465116279,19,128,36.3422,16.6234,0.002,4.0401,1.274,5.4592,0.6151,-3913.2669,0.0001,0.0007,0.0,0.0002,0.0005,0.0031,0.0745,6.2781
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.7116279069767442,19,128,39.4136,14.7106,0.0022,3.989,1.2668,6.8408,0.6187,-4276.0251,0.0001,0.0006,0.0,0.0002,0.0004,0.0031,0.059,6.4976
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.7153488372093023,19,128,39.5124,13.5342,0.0021,3.9521,1.2534,6.9516,0.6296,-4403.719,0.0001,0.0006,0.0,0.0002,0.0004,0.0032,0.0606,7.6031
