batch_size,learning_rate,split_count,cnt_min,cnt_max,checkpoint,epoch_num,accuracy,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser
64,0.001,5,10,50,checkpoints/model_64_0.001_5_10_50epoch=03.ckpt,3,0.716751269035533,115.7928,13.4765,0.0003,4.0323,1.1302,20.0299,0.7828,-21751.2611,0.0002,0.0027,0.0,0.0004,0.0022,0.0176,0.2259,17.3769
64,0.001,5,10,50,checkpoints/model_64_0.001_5_10_50epoch=04.ckpt,4,0.7157360406091371,114.9505,21.4167,0.0003,4.0528,1.127,21.187,0.7872,-21616.2558,0.0002,0.0027,0.0,0.0004,0.002,0.0177,0.2266,19.7437
64,0.001,5,10,100,checkpoints/model_64_0.001_5_10_100epoch=00.ckpt,0,0.7218274111675127,115.3137,10.3366,0.0003,3.9721,1.1316,18.9395,0.7804,-21280.0191,0.0002,0.0027,0.0,0.0004,0.002,0.0174,0.228,19.4357
64,0.001,5,10,100,checkpoints/model_64_0.001_5_10_100epoch=01.ckpt,1,0.7045685279187818,113.9788,9.1556,0.0003,3.9475,1.1292,18.6626,0.784,-20782.9095,0.0002,0.0027,0.0,0.0004,0.002,0.0167,0.2232,27.041
64,0.001,5,10,100,checkpoints/model_64_0.001_5_10_100epoch=02.ckpt,2,0.7289340101522843,113.5542,10.1012,0.0003,3.9886,1.129,18.5378,0.7843,-20787.2723,0.0002,0.0026,0.0,0.0004,0.002,0.0172,0.2244,17.9275
64,0.001,5,10,100,checkpoints/model_64_0.001_5_10_100epoch=03.ckpt,3,0.7258883248730964,113.839,18.0794,0.0003,3.9182,1.1306,18.5786,0.7819,-20826.2445,0.0002,0.0028,0.0,0.0004,0.0022,0.0174,0.2312,21.0921
64,0.001,5,10,100,checkpoints/model_64_0.001_5_10_100epoch=04.ckpt,4,0.7208121827411168,113.2356,9.6173,0.0003,3.9975,1.1287,19.6805,0.7846,-20708.5913,0.0002,0.0026,0.0,0.0004,0.002,0.0171,0.2243,19.0134
64,0.001,5,25,50,checkpoints/model_64_0.001_5_25_50epoch=00.ckpt,0,0.7218274111675127,113.9849,13.2659,0.0003,3.9651,1.1306,20.4347,0.7818,-21079.6649,0.0002,0.0028,0.0,0.0004,0.0025,0.0199,0.2322,19.6915
64,0.001,5,25,50,checkpoints/model_64_0.001_5_25_50epoch=01.ckpt,1,0.7299492385786802,113.8385,11.3233,0.0003,3.9881,1.1301,21.0074,0.7824,-21118.0059,0.0002,0.0029,0.0,0.0004,0.0021,0.0202,0.2369,20.3014
64,0.001,5,25,50,checkpoints/model_64_0.001_5_25_50epoch=02.ckpt,2,0.7116751269035533,113.865,19.8469,0.0004,3.9893,1.1333,19.7561,0.778,-21323.8225,0.0002,0.003,0.0,0.0004,0.0023,0.0193,0.2363,18.3465
64,0.001,5,25,50,checkpoints/model_64_0.001_5_25_50epoch=03.ckpt,3,0.7147208121827411,114.4127,19.4522,0.0004,3.9542,1.1351,20.125,0.7753,-21444.886,0.0002,0.0029,0.0,0.0004,0.0021,0.019,0.234,18.8366
64,0.001,5,25,50,checkpoints/model_64_0.001_5_25_50epoch=04.ckpt,4,0.7218274111675127,115.0528,13.8052,0.0004,3.9583,1.1414,18.1157,0.7668,-21862.9713,0.0002,0.0036,0.0,0.0004,0.0024,0.0183,0.2307,19.0027
64,0.001,5,25,100,checkpoints/model_64_0.001_5_25_100epoch=00.ckpt,0,0.7350253807106599,112.8852,19.2892,0.0004,3.9284,1.1379,17.1559,0.7712,-20950.936,0.0002,0.0027,0.0,0.0004,0.0021,0.019,0.2339,19.2545
